name,category,ratings,reviews,tags,url,stars,desc,parent,flavor
Gorkle,Sativa,2,2,"happy, creative, focused, aroused, dry-eyes, sweet, fatigue, pain, stress, anxiety, fibromyalgia.",https://www.leafly.com/Sativa/gorkle,5,Gorkle is a cross between The Fork and Rebel God Smoke. This sativa-dominant strain exhibits the better parts of it Hawaiian genetics through an uplifting and stimulating body buzz that lingers for hours. Its effects are also easy on the joints and limbs in a nod to its recessive Rug Burn OG genetics. Consumers seeking relief from fatigue and lethargy may also find this strain to be very useful. Enjoy Gorkle during the day to maximize its physical stimulation. This strain was handcrafted by Colorado Seed Inc.,"The Fork, Rebel God Smoke.",Sweet.
Grand Doggy Purps,Indica,35,22,"relaxed, happy, uplifted, euphoric, dry-mouth, dry-mouth, grape, sweet, earthy, blueberry, pungent, pain, stress, depression, inflammation, muscle-spasms, anxiety, ptsd, multiple-sclerosis, asthma, migraines.",https://www.leafly.com/Indica/grand-doggy-purps,4.345,"Grand Doggy Purps, or more formerly Grand Doggy Purple, is an indica-dominant hybrid cross between Granddaddy Purple and a Chemdawg phenotype known as Chemdawg D. Bred by Connoisseur Seeds, this hybrid inherits an aromatic fusion of sweet grape and sour skunk. Though mostly indica, this strain's effects are lifted by cerebral energy, allowing focus and productivity in spite of its indica potency.","Granddaddy Purple, Chemdawg.","Grape, Sweet, Earthy."
Grand Hindu,Indica,22,15,"relaxed, sleepy, euphoric, happy, dry-mouth, dry-mouth, dizzy, earthy, diesel, berry, grape, citrus, pain, headaches, depression, eye-pressure, muscle-spasms, anxiety, addadhd, glaucoma, migraines, alzheimers.",https://www.leafly.com/Indica/grand-hindu,4.57,"Grand Hindu is the potent cross of Granddaddy Purple and Hindu Kush. Both sides of this mix are apparent in the sweet grape aroma of this strain that is served up with a healthy dose of earthy kush spice. Flowers will also have the purple coloration that is indicative of its GDP genetics. Lazy and relaxing, this strain is a good choice for pain when zoning out is an option.","Granddaddy Purple, Hindu Kush.","Earthy, Diesel, Berry."
Grand Hustle,Hybrid,35,28,"relaxed, uplifted, euphoric, focused, giggly, paranoid, dry-mouth, dry-eyes, dizzy, honey, earthy, citrus, grapefruit, sweet, stress, lack-of-appetite, depression, fatigue, insomnia, anxiety, bipolar-disorder, addadhd, pms, gastrointestinal-disorder.",https://www.leafly.com/Hybrid/grand-hustle,4.17,"Grand Hustle is a hybrid strain that is designed to help give users a vacation from the hustle and bustle of their lives. A cross of Afgoo and Green Crack, this strain takes after the more sativa nature of the latter and provides uplifting, focused effects. Potent and well-balanced, this hustle is one that’s worth giving a try.","Afgoo, Green Crack.","Honey, Earthy, Citrus."
Granddaddy Purple,Indica,3980,2505,"relaxed, sleepy, happy, euphoric, hungry, dry-mouth, dry-eyes, paranoid, anxious, dizzy, berry, grape, sweet, earthy, pungent, stress, pain, insomnia, depression, lack-of-appetite, anxiety, ptsd, addadhd, bipolar-disorder, migraines.",https://www.leafly.com/Indica/granddaddy-purple,4.42,"Introduced in 2003 by Ken Estes, Granddaddy Purple (or GDP) is a famous indica cross between Purple Urkle and Big Bud. This California staple inherits a complex grape and berry aroma from its Purple Urkle parent, while Big Bud passes on its oversized, compact bud structure. GDP flowers bloom in shades of deep purple, a contrastive backdrop for its snow-like dusting of white crystal resin.

Its potent psychoactive effects are clearly detectable in both mind and body, delivering a fusion of cerebral euphoria and physical relaxation. While your thoughts may float in a dreamy buzz, your body is more likely to find itself fixed in one spot for the duration of GDP’s effects. Like most heavy indica varieties, Granddaddy Purple is typically pulled off the shelf to treat pain, stress, insomnia, appetite loss, and muscle spasms. GDP blesses growers with massive commercial yields which are ready for harvest following a 60 day flowering time indoors.","Purple Urkle, Big Bud.","Berry, Grape, Sweet."
Grandpa Larry OG,Indica,26,21,"euphoric, relaxed, happy, sleepy, dry-mouth, berry, sweet, pungent, spicyherbal, diesel, insomnia, stress, depression, pain, headaches, anxiety, bipolar-disorder, asthma, migraines, ptsd.",https://www.leafly.com/Indica/grandpa-larry-og,4.27,"An instant classic from top tier genetics, Grandpa Larry OG is the next elite OG strain. Granddaddy Purple and Larry OG were crossed to create this indica that behaves more like a hybrid. With clear, creative thoughts paired with a subtle relaxing effect, this strain can relieve pain without locking you to the couch. Taking after Granddaddy Purple in growth, these dense dark green and purple buds are covered in trichomes and orange hairs.","Granddaddy Purple, Larry OG.","Berry, Sweet, Pungent."
Grape Ape,Indica,1738,1132,"relaxed, happy, sleepy, euphoric, uplifted, dry-mouth, dry-eyes, paranoid, headache, dizzy, grape, sweet, berry, earthy, pungent, pain, stress, insomnia, depression, lack-of-appetite, anxiety, addadhd, ptsd, bipolar-disorder, migraines.",https://www.leafly.com/Indica/grape-ape,4.33,"Grape Ape, propagated by Apothecary Genetics and Barney’s Farm, is a mostly indica strain that crosses Mendocino Purps, Skunk, and Afghani. Named for its distinct grape-like smell, this indica is known for providing carefree relaxation that can help soothe pain, stress, and anxiety. Its dense, compact buds are wreathed in deep purple leaves which darken as this indica reaches full maturation following its 7 to 8 week flowering time.","Afghani, Mendocino Purps, Skunk No. 1.","Grape, Sweet, Berry."
Grape Calyx,Hybrid,8,5,"creative, euphoric, happy, hungry, relaxed, dry-mouth, grape, sweet, earthy, flowery, violet, fatigue, headaches, lack-of-appetite, pain, stress, addadhd, anxiety, asthma, bipolar-disorder.",https://www.leafly.com/Hybrid/grape-calyx,5,"Grape Calyx by Calyx Garden is a strain with deep roots in a half-dozen genetic parents. Calyx Garden has been breeding this strain since 2012 and began by crossing Durban Poison and Master Kush. The cross was then combined with SFV OG, which was then bred with Platinum Girl Scout Cookies. This “Suicide Girl” strain was then crossed with the rare Purple Pineapple to create a strain bursting with purple calyxes, appearing similar to a bunch of grapes dusted with trichomes. Grape Calyx is ideal for consumers seeking to relieve general physical discomfort, stimulate appetite, and enhance their mood.",Pineapple Purple Skunk.,"Grape, Sweet, Earthy."
Grape Cookies,Indica,5,4,"relaxed, dry-eyes, dry-mouth, hungry, sleepy, grape, berry, diesel, sweet, pain, insomnia, depression, headaches, inflammation, anxiety, arthritis, fibromyalgia, ptsd, spinal-cord-injury.",https://www.leafly.com/Indica/grape-cookies,4.4,"Grape Cookies by Pisces Genetics is the rich indica-dominant cross between Forum Girl Scout Cookies and Grape Kush. With strong OG elements on one side, complex floral terpenes on the other, and flavors of sweet berry and grape throughout, this strain is a knockout. The frosted buds exhibit hints of lavender, rose, grape, that morph into subtle fuel and red wine on the exhale.","Girl Scout Cookies, Grape Kush.","Grape, Berry, Diesel."
Grape Crush,Hybrid,66,48,"relaxed, euphoric, happy, uplifted, creative, dry-mouth, dry-eyes, dizzy, headache, grape, sweet, berry, pungent, blueberry, stress, pain, lack-of-appetite, inflammation, depression, anxiety, spinal-cord-injury, arthritis, ptsd, migraines.",https://www.leafly.com/Hybrid/grape-crush,4.22,"Grape Crush (or Grapekrush) is an indica-heavy hybrid strain with just enough sativa to keep the high energizing and smooth. This plant was bred by DJ Short to be an outdoor grower, but with the right TLC, Grape Crush delivers indoors as well. The strain comes from Blueberry parents and inherited their purple to blue coloring and their namesake berry flavor. Grape Crush plants flower in 8-9 weeks, and the buds are intended to produce a slow-moving high that relaxes the body and inspires the mind.",Blueberry.,"Grape, Sweet, Berry."
Grape Drink,Indica,16,5,"creative, euphoric, giggly, happy, relaxed, grape, flowery, sweet, berry, blueberry, depression, pain, stress, eye-pressure, fatigue, addadhd, anorexia, anxiety, arthritis, asthma.",https://www.leafly.com/Indica/grape-drink,4.375,"Grape Drink is a sweet cross of familiar genetics. Kimbo Kush x Grape God offer their best attributes to this indica, expressing themselves as large spear-shaped colas from Kimbo Kush and the intoxicatingly sweet aroma of Grape God. While Grape Drink’s sweet candy flavor is enough to win over consumers from coast to coast, its luscious body effects and reflective mental state make it a must-have. Enjoy Grape Drink in small doses for a manageable all-day indica, but continue to consume this heady cut and anticipate heavy body effects that lead toward rest and relaxation.","Kimbo Kush, Grape God.","Grape, Flowery, Sweet."
Grape God,Hybrid,380,252,"relaxed, euphoric, happy, sleepy, uplifted, dry-mouth, dry-eyes, dizzy, paranoid, headache, grape, sweet, earthy, berry, grapefruit, depression, stress, pain, insomnia, muscle-spasms, anxiety, ptsd, addadhd, arthritis, asthma.",https://www.leafly.com/Hybrid/grape-god,4.265,"Grape God is an indica-dominant hybrid that combines God Bud and Grapefruit genetics. As its name suggests, this strain has a sweet grape aroma with earthy notes that activate on the exhale. Powerful, long-lasting euphoria knocks out stress, leaving your mood elevated and your body relaxed.","God Bud, Grapefruit.","Grape, Sweet, Earthy."
Grape Inferno,Indica,15,14,"relaxed, sleepy, happy, dry-mouth, dry-eyes, dry-mouth, grape, berry, lavender, sweet, violet, pain, insomnia, stress, depression, lack-of-appetite, anxiety, arthritis, fibromyalgia, ptsd, gastrointestinal-disorder.",https://www.leafly.com/Indica/grape-inferno,4.465,"Grape Inferno is a 70/30 indica-dominant strain bred by NorStar Genetics and propagated by TGA Genetics. A cross between Nepali OG and Querkle, Grape Inferno inherits a dense bud structure and a sweet grape aroma from which this strain gets its name. With flavorful undertones of hash and berries, Grape Inferno delivers a meditative and calming high that lets the body relax while the mind wanders. Its buds bloom in a colorful show of lavender, pink, red, and green.",Querkle.,"Grape, Berry, Lavender."
Grape Krush,Indica,60,40,"relaxed, sleepy, happy, hungry, euphoric, paranoid, dry-mouth, dry-eyes, dizzy, grape, berry, sweet, blueberry, flowery, pain, insomnia, lack-of-appetite, headaches, stress, migraines, anxiety, ptsd, fibromyalgia, pms.",https://www.leafly.com/Indica/grape-krush,4.085,,.,"Grape, Berry, Sweet."
Grape Kush,Hybrid,146,85,"relaxed, happy, euphoric, dizzy, sleepy, dry-mouth, dry-eyes, headache, anxious, paranoid, grape, earthy, citrus, woody, sweet, stress, lack-of-appetite, depression, insomnia, pain, anxiety, migraines, glaucoma, parkinsons, ptsd.",https://www.leafly.com/Hybrid/grape-kush,4.015,"DJ Short's Grape Kush is a productive marijuana hybrid strain that has sharp and fruity aromas. The effects are long-lasting and powerful, inducing euphoric head effects and a relaxed body.","Pre-98 Bubba Kush, Romulan Grapefruit.","Grape, Earthy, Citrus."
Grape OX,Indica,39,29,"relaxed, sleepy, hungry, euphoric, focused, dry-mouth, grape, sweet, cheese, berry, skunk, depression, stress, insomnia, pain, inflammation, anxiety, ptsd, addadhd, bipolar-disorder, arthritis.",https://www.leafly.com/Indica/grape-ox,4.64,"Grape OX is a 90% indica strain bred by Rare Dankness, who crossed Grape Ape with the OX to achieve this potent, purple-hued variety. Its aroma is a sweet blend of grape and blueberry, flavors best captured between 60 and 65 days into Grape OX’s indoor flowering cycle. Grape OX took 3rd place in the indica category of High Times’ 2014 Michigan Medical Cannabis Cup.",Grape Ape.,"Grape, Sweet, Cheese."
Grape Skunk,Indica,31,23,"relaxed, giggly, happy, uplifted, tingly, dry-mouth, dry-eyes, skunk, earthy, pepper, sweet, grape, nausea, stress, pain, depression, insomnia, anxiety, migraines, ptsd, fibromyalgia, gastrointestinal-disorder.",https://www.leafly.com/Indica/grape-skunk,4.095,"This indica-dominant strain is a fruity cross of three strains: Grapefruit, Super Skunk, and Blueberry. Grape Skunk has a strong odor that is mostly berries with some skunky earthiness underneath. While growing, Grape Skunk plants have typically indica characteristics, remaining short and bushy and flowering quickly at 7 to 8 weeks. Buds are dense and will release a feeling of allover calm for patients. Plants can be grown both indoors and outdoors and may have some electric blue coloring depending on environment.","Super Skunk, Blueberry, Grapefruit.","Skunk, Earthy, Pepper."
Grape Stomper,Hybrid,283,195,"relaxed, euphoric, uplifted, happy, tingly, dry-mouth, dry-eyes, dizzy, paranoid, anxious, grape, sweet, diesel, earthy, berry, pain, stress, depression, fatigue, headaches, anxiety, addadhd, arthritis, ptsd, spinal-cord-injury.",https://www.leafly.com/Hybrid/sour-grapes,4.36,"Also called ""Sour Grapes,"" Grape Stomper is a craft hybridstrain created by Gage Green Seeds. A complex cross between breeder JojoRizo’s Purple Elephant and breeder Elite Seeds’ Chemdawg Sour Diesel, Grape Stomper has quite the pedigree. Slightly sativa-dominant, the effects of this strain are felt most in the head. In true hybrid form, however, a pleasant tingly-body sensation usually appears after a few minutes. This is a sociable strain that's for consumers who would like pain relief while out and about. As the name suggests, Grape Stomper also features a strong, fruity aroma similar to grape candy.","Purple Elephant, Chemdawg Sour Diesel.","Grape, Sweet, Diesel."
Grape Valley Kush,Indica,11,9,"relaxed, euphoric, hungry, sleepy, creative, berry, grape, earthy, pine, apple, lack-of-appetite, pain, muscle-spasms, inflammation, depression, addadhd, anxiety, asthma, bipolar-disorder, migraines.",https://www.leafly.com/Indica/grape-valley-kush,4.82,Grape Valley Kush is an indica-dominant cross of SFV OG and Grape Kush bred by Moxie Seeds. The earthy aroma of this strain mixes with flavors of pine and sweet citrus to bring on full-bodied relaxation with a hint of social energy that makes this strain good for relaxing with friends in your down time.,"SFV OG, Grape Kush.","Berry, Grape, Earthy."
Grapefruit,Sativa,508,313,"happy, uplifted, energetic, creative, euphoric, dry-mouth, dry-eyes, dizzy, paranoid, headache, grapefruit, citrus, sweet, tropical, earthy, stress, depression, pain, fatigue, headaches, anxiety, ptsd, migraines, bipolar-disorder, arthritis.",https://www.leafly.com/Sativa/grapefruit,4.26,"This potent sativa was developed by crossing Cinderella 99 with a fast-flowering sativa selected for its rich grapefruit flavor. The tropical, citrus smell of Grapefruit mixes with energetic effects to give you a happy stress-reliever that also works well for battling migraine headaches.",Cinderella 99.,"Grapefruit, Citrus, Sweet."
Grapefruit Diesel,Hybrid,119,79,"relaxed, euphoric, happy, uplifted, energetic, dry-mouth, dry-eyes, anxious, dizzy, paranoid, grapefruit, citrus, diesel, pungent, orange, stress, headaches, depression, pain, eye-pressure, anxiety, addadhd, migraines, ptsd, asthma.",https://www.leafly.com/Hybrid/grapefruit-diesel,4.2,"Grapefruit Diesel is a hybrid strain that is usually indica-dominant but gives most users a focused mental high that is more commonly associated with sativas. The genetics on this one aren’t hard to guess: its parents are Grapefruit and NYC Diesel. These plants show more of their indica side when growing, staying short and branchy and flowering within 8 weeks. Grapefruit Diesel’s flowers sometimes have hints of pink coloring and a potent smell of over ripe citrus fruit. With THC levels between 15 and 20%, the effects should be as strong as the scent. The energetic buzz comes on fast but tends to smooth out over time.","Grapefruit, NYC Diesel.","Grapefruit, Citrus, Diesel."
Grapefruit Haze,Sativa,51,34,"uplifted, energetic, happy, euphoric, relaxed, dry-mouth, dizzy, dry-eyes, headache, paranoid, grapefruit, citrus, spicyherbal, lemon, flowery, stress, depression, fatigue, pain, lack-of-appetite, anxiety, arthritis, addadhd, ptsd, cachexia.",https://www.leafly.com/Sativa/grapefruit-haze,4.295,The famous Grapefruit strain and the Super Silver Haze come together for a very strong hybrid. A beautiful blend of fruity and spicy flavours with a very cerebral high.,"Grapefruit, Super Silver Haze.","Grapefruit, Citrus, Spicy/Herbal."
Grapefruit Kush,Hybrid,170,109,"happy, relaxed, creative, hungry, uplifted, dry-mouth, dry-eyes, anxious, dizzy, paranoid, grapefruit, lemon, sweet, earthy, citrus, stress, depression, lack-of-appetite, muscle-spasms, insomnia, anxiety, addadhd, migraines, ptsd, bipolar-disorder.",https://www.leafly.com/Hybrid/grapefruit-kush,4.365,"This cannabis strain is a cross of BC Kush and Grapefruit, Grapefruit Kush is one of the classic old-school Afghani Kush strains.  Large buds with a fruity hash taste, produces enjoyable smooth and creamy smoke with a great high.",.,"Grapefruit, Lemon, Sweet."
Gravity,Indica,32,25,"hungry, relaxed, aroused, sleepy, euphoric, dry-eyes, dry-mouth, dizzy, headache, paranoid, sweet, rose, violet, citrus, earthy, stress, depression, headaches, pain, insomnia, anxiety, addadhd, epilepsy, migraines.",https://www.leafly.com/Indica/gravity,4.155,"Gravity is an indica strain of marijuana that, due to its high CBD content, is becoming a popular recommendation for the treatment of chronic pain and the stress often associated with chronic pain conditions. The strain comes from Hash Plant and Northern Lights stock and, as expected, delivers a strong body sensation that makes this a popular nighttime strain. Effects can be more active for some but will still offer deep relaxation. Gravity’s dense buds will have a nice contrast of coppery-red hairs and should have a floral aroma and a sweet and sour fruit taste.","Hash Plant, Northern Lights.","Sweet, Rose, Violet."
Grease Monkey,Hybrid,2,2,"relaxed, dry-eyes, dry-mouth, euphoric, hungry, dry-mouth, pungent, chemical, diesel, earthy, spicyherbal, headaches, lack-of-appetite, stress, depression, eye-pressure, anxiety, addadhd, arthritis, hypertension, ptsd.",https://www.leafly.com/Hybrid/grease-monkey,3.5,"Grease Monkey is a sweet, earthy strain with strong skunky overtones. Created in Los Vegas by Summa Cannabis, Grease Monkey is a cross of Gorilla Glue #4 x Cookies and Cream. This strain’s indica-dominant genetics saddle the consumer with a lazy, munchie-fueled body buzz that softens the blow of chronic pain, nausea, and stress. While defined as a hybrid, this Grease Monkey’s deep relaxation will naturally lead some consumers toward sleep, so mind your dosage.","Gorilla Glue #4, Cookies and Cream.","Pungent, Chemical, Diesel."
Great White Shark,Sativa,390,265,"happy, uplifted, relaxed, euphoric, energetic, dry-mouth, dry-eyes, dizzy, paranoid, anxious, citrus, earthy, sweet, pungent, skunk, pain, stress, depression, fatigue, headaches, anxiety, arthritis, fibromyalgia, migraines, spinal-cord-injury.",https://www.leafly.com/Sativa/white-shark,4.165,"Great White Shark is a potent strain that is known for its ability to provide a strong indica body buzz very quickly. For this reason it’s often recommended medically to treat chronic pain ailments. The sativa qualities of this strain keep this heavy hitter from being a complete knockout, but it isn’t recommended for days when a lot of work needs to get done. Great White Shark plants grow best indoors and will flower between 8 and 10 weeks. It has a strong fruity aroma that also alludes to its Super Skunk lineage. The buds themselves should be examples of the “white” part of its moniker, with a blanket of crystals and burnt orange to brown hairs. Also known as Peacemaker or just White Shark, this strain won the 1997 High Times Cannabis Cup.","Super Skunk, South American, South Indian.","Citrus, Earthy, Sweet."
Green Avenger,Hybrid,5,2,"energetic, happy, creative, euphoric, uplifted, dry-eyes, headache, sweet, cheese, honey, minty, nutty, depression, fatigue, stress, anxiety, pms.",https://www.leafly.com/Hybrid/green-avenger,5,"The celebrated breeder Subcool is well-known for his fondness of Brothers Grimm genetics, having used several of their strains in his breeding projects. As a thank you for championing their genetics while they were on a long hiatus from the seed business, the now active Brothers Grimm named a special hybrid after his seed company TGA (The Green Avengers). After finding a special male in a pack of TGA’s Vortex, they decided to cross it with their Genius, one of the most sought after Apollo 11 phenotypes. The result is Green Avenger, a squat, branchy plant with long, sticky colas of tropical, fruity smelling flowers. With notes of pineapple and citrus, Green Avenger delivers a speedy, euphoric rush.",.,"Sweet, Cheese, Honey."
Green Candy,Sativa,119,84,"happy, uplifted, talkative, euphoric, creative, dry-mouth, dry-eyes, dizzy, headache, paranoid, sweet, pine, earthy, spicyherbal, tree-fruit, stress, depression, pain, muscle-spasms, cramps, addadhd, anxiety, asthma, tinnitus, ptsd.",https://www.leafly.com/Sativa/green-candy,4.295,Green Candy is a hybrid marijuana strain that's a cross between Candy Kush and Green Crack. It provides a cerebral sensation and relaxing body effects.,.,"Sweet, Pine, Earthy."
Green Cheese,Hybrid,6,4,"euphoric, relaxed, creative, energetic, sleepy, cheese, earthy, skunk, sweet, pain, stress, depression, insomnia, muscle-spasms, addadhd, anxiety, asthma, crohns-disease, gastrointestinal-disorder.",https://www.leafly.com/Hybrid/green-cheese,4.335,"Green Cheese is the hybrid cross of a Cheese phenotype and the ever-stimulating Green Crack. This strain has earthy cheese and herbaceous smells intermixed with Green Crack’s sweet and citrus notes. It is mentally and physically invigorating, offering an immediate mental punch that is driven by creative thoughts and a springy physical energy. Green Cheese helps elevate mood, but don’t plan on accomplishing much as this strain is a one-way ticket to the whimsical shores of La La Land.",.,"Cheese, Earthy, Skunk."
Green Crack,Sativa,5539,3590,"energetic, happy, uplifted, focused, euphoric, dry-mouth, dry-eyes, paranoid, headache, anxious, earthy, sweet, citrus, pungent, pine, stress, depression, fatigue, pain, lack-of-appetite, anxiety, addadhd, ptsd, bipolar-disorder, migraines.",https://www.leafly.com/Sativa/green-crack,4.325,"Don’t let the name fool you: this is pure cannabis. Few strains compare to Green Crack’s sharp energy and focus as it induces an invigorating mental buzz that keeps you going throughout the day. With a tangy, fruity flavor redolent of mango, Green Crack is the perfect daytime medication for patients treating fatigue, stress, and depression.

Green Crack has branched into two genetic lineages, the most common of which is its sativa line descended from Skunk #1. The 75% indica variety of Green Crack is said to have come from an Afghani strain, and is marked by a tighter bud structure. Because its name perpetuates a negative image of cannabis, some people have taken to calling this strain Cush (with a ‘C’) or Green Cush instead.",Skunk #1.,"Earthy, Sweet, Citrus."
Green Crack Extreme,Sativa,71,49,"creative, uplifted, energetic, focused, talkative, dry-mouth, dry-eyes, paranoid, dizzy, headache, sweet, flowery, earthy, orange, pepper, stress, depression, pain, fatigue, nausea, addadhd, anxiety, arthritis, pms, ptsd.",https://www.leafly.com/Sativa/green-crack-extreme,4.55,"This is the more “extreme” sister of the original Green Crack that will leave you with the same creative mental effects but may not leave you quite as focused. Green Crack Extreme’s dense buds will be bright green and covered in sugary crystals that fit with its sweet candy smell. Contrary to its extreme name, this strain is helpful in reducing stress and getting inspired.",Green Crack.,"Sweet, Flowery, Earthy."
Green Door Kush,Hybrid,7,5,"happy, relaxed, anxious, euphoric, creative, dry-mouth, dry-eyes, citrus, spicyherbal, woody, lemon, sweet, pain, insomnia, nausea, muscle-spasms, stress, anxiety, migraines.",https://www.leafly.com/Hybrid/green-door-kush,4.5,"Green Door Kush is a hybrid strain that is known for producing great medical effects when it comes to pain and nausea while remaining active enough for daytime use. This balanced hybrid can be hard to find, but it is sure to deliver results for those who need potency and is recommended for those dealing with digestive issues, pain issues, or chronic nausea as a result of other treatments or medications. The buds are usually popcorn-sized or larger and fairly dense.",.,"Citrus, Spicy/Herbal, Woody."
Green Dragon,Indica,64,45,"relaxed, euphoric, uplifted, happy, giggly, dry-mouth, dizzy, anxious, paranoid, dry-eyes, sweet, earthy, pungent, sage, pine, stress, depression, pain, nausea, headaches, ptsd, addadhd, anorexia, anxiety, migraines.",https://www.leafly.com/Indica/green-dragon,4.28,"Green Dragon is a cross of two indicas, Afghani and Turkish Gummy. Bred by Master Thai, these timeless buds are striking in appearance, aroma, and effects. Green Dragon is commonly depended upon for pain management, providing a lift often described as colorful. Suitable for any growing environment, a heavy yield can be expected to flower at around 50 days.",Afghani.,"Sweet, Earthy, Pungent."
Green Dream,Hybrid,160,106,"happy, creative, uplifted, euphoric, relaxed, dry-mouth, dizzy, dry-eyes, paranoid, anxious, citrus, flowery, earthy, sweet, grapefruit, stress, depression, fatigue, headaches, pain, anxiety, addadhd, ptsd, migraines, tourettes-syndrome.",https://www.leafly.com/Hybrid/green-dream,4.37,Green Dream is a sativa-dominant hybrid cross of Green Crack and Blue Dream.,.,"Citrus, Flowery, Earthy."
Green Goblin,Sativa,83,59,"uplifted, happy, focused, creative, giggly, dry-eyes, dry-mouth, paranoid, anxious, dizzy, sweet, pungent, earthy, flowery, lime, stress, depression, fatigue, insomnia, pain, anxiety, arthritis, ptsd, pms, addadhd.",https://www.leafly.com/Sativa/green-goblin,4.26,"Green Goblin is either the family-friendly name of Green Crack or a specific phenotype of the Green Crack plant. Either way, it is most likely a cross of Northern Lights with Skunk #1, but some versions seem to have some diesel mixed in as well. The pungent aroma of the Goblin is overall musky and skunky with hints of that diesel fuel, and the buds will be a forest green with rusty orange hairs. This strong sativa will leave most happy, dreamy, and sometimes creative and extra-alert. The head buzz is coupled with relaxing body effects that continue on even after the mind clears.","Northern Lights, Skunk No. 1.","Sweet, Pungent, Earthy."
Green Goddess,Hybrid,70,45,"relaxed, uplifted, focused, creative, happy, headache, dry-eyes, dry-mouth, paranoid, pungent, citrus, grapefruit, rose, lemon, depression, stress, pain, nausea, inflammation, anxiety, migraines, cancer, bipolar-disorder, addadhd.",https://www.leafly.com/Hybrid/green-goddess,4.545,"Green Goddess is an indica-dominant hybrid that descends from Skunk #1 and Sweet Leaf Indica. With an aroma that blends notes of rose with ruby red grapefruit, this hybrid offers a divine flavor profile that brings justice to her name. Crystal-coated emerald buds are wrapped with vibrant amber hairs in a display as enticing as Green Goddess’ fragrance. Blissful euphoria rushes through the mind, bringing with it a surge of focus and intrigue while eradicating life’s stressors.",Skunk #1.,"Pungent, Citrus, Grapefruit."
Green Haze,Sativa,35,18,"euphoric, uplifted, happy, focused, talkative, dry-eyes, anxious, headache, dry-mouth, paranoid, spicyherbal, woody, flowery, sweet, lemon, stress, nausea, pain, depression, lack-of-appetite, addadhd, ptsd, anxiety, bipolar-disorder, alzheimers.",https://www.leafly.com/Sativa/green-haze,3.955,"Green Haze by A.C.E. Seeds is another version of their sativa Oldtimers Haze and takes after her Thai and South Indian ancestry. Like its Haze parentage, Green Haze is also upbeat and verging on psychedelic for some. This sativa plant is truly for someone who loves growing as it can take a full 16-20 weeks to flower. Green Haze grows tall and is a lookalike of Purple Haze except for, of course, the color. The flowers will have a woody smell mixed with fruit. Green Haze has a high potency and is good for tackling pain, though it may also inspire some serious snacking.",Haze.,"Spicy/Herbal, Woody, Flowery."
Green Hornet,Hybrid,47,29,"euphoric, happy, uplifted, giggly, relaxed, dry-mouth, dry-eyes, paranoid, dizzy, headache, sweet, earthy, woody, pungent, tea, depression, stress, fatigue, pain, insomnia, addadhd, anxiety, crohns-disease, spinal-cord-injury, migraines.",https://www.leafly.com/Hybrid/green-hornet,4.15,,.,"Sweet, Earthy, Woody."
Green Kush,Indica,52,27,"dry-mouth, hungry, energetic, giggly, euphoric, dry-mouth, dry-eyes, headache, paranoid, dizzy, citrus, orange, sweet, lemon, flowery, stress, lack-of-appetite, pain, insomnia, depression, anxiety, ptsd, arthritis, migraines, addadhd.",https://www.leafly.com/Indica/green-kush,3.72,"Green Kush is the offspring of cannabis favorites Green Crack and Purple Kush. Dense with orange hair and a sweet pine aroma, this slightly indica-dominant strain begins with an upbeat cerebral effect before inducing a heavy body sensation. This plant has an intermediate growing difficulty but can thrive indoors or outdoors and matures at around 8 weeks. The end product will be shorter to average-sized plants with moderate yield.","Green Crack, Purple Kush.","Citrus, Orange, Sweet."
Green Lantern,Sativa,39,20,"happy, uplifted, energetic, focused, talkative, dry-mouth, dry-eyes, anxious, dizzy, earthy, pine, pungent, coffee, lemon, stress, depression, pain, lack-of-appetite, headaches, anxiety, addadhd, bipolar-disorder, migraines, anorexia.",https://www.leafly.com/Sativa/green-lantern,4.54,"Green Lantern is a mostly sativa strain whose undocumented history poses frustrations for genetic enthusiasts. While some rumors mark the 1960s as Green Lantern’s beginning, others tell us that Green Lantern is a newer strain that resulted from crossing Green Crack and White Rhino. Whatever its parentage may be, Green Lantern inherits mellow euphoric effects and a peppery pine aroma comparable to that of Jack Herer. Its aroma suggests the presence of caryophyllene and pinene, which are terpenes that fight inflammation and promote focus.","White Rhino, Green Crack.","Earthy, Pine, Pungent."
Green Love Potion,Indica,14,10,"relaxed, happy, uplifted, giggly, energetic, pine, nutty, earthy, woody, lavender, pain, stress, muscle-spasms, cramps, depression, arthritis, multiple-sclerosis, anxiety, fibromyalgia, migraines.",https://www.leafly.com/Indica/green-love-potion,4.07,"Green Love Potion is an 80/20 indica-dominant strain that is surprisingly functional. This particular cut grows into a bouquet of green and purple leaves that emits an odor denoting its Lavender parentage. With a relatively clear-headed buzz, this strain works well for indica lovers seeking euphoria and a comforting relaxation in the body without being sedative. Patients prefer Green Love Potion for enhancing the mood and remedying mild physical pain.","Black Domina, Lavender.","Pine, Nutty, Earthy."
